product_id,store_id,stock_level,last_updated,supplier_id
PROD1132,STORE117,145,2023-08-04,SUP211
PROD1493,STORE180,477,2023-05-02,SUP108
PROD1222,STORE149,139,2024-03-23,SUP247
PROD1000,STORE186,418,2024-08-12,SUP119
PROD1070,STORE195,449,2024-10-24,SUP267
PROD1014,STORE122,261,2023-08-20,SUP254
PROD1069,STORE199,211,2024-04-16,SUP229
PROD1035,STORE145,42,2024-09-16,SUP247
PROD1285,STORE113,110,2024-07-07,SUP154
PROD1414,STORE151,497,2025-04-03,SUP140
PROD1252,STORE127,48,2025-06-01,SUP135
PROD1051,STORE161,25,2023-08-20,SUP203
PROD1278,STORE133,311,2024-08-17,SUP239
PROD1179,STORE120,218,2023-09-18,SUP274
PROD1012,STORE147,20,2023-01-19,SUP200
PROD1241,STORE149,12,2024-12-05,SUP186
PROD1291,STORE197,267,2025-03-15,SUP299
PROD1159,STORE109,492,2025-02-02,SUP231
PROD1039,STORE128,249,2023-11-07,SUP108
PROD1428,STORE197,270,2024-02-22,SUP227
PROD1266,STORE123,480,2024-01-30,SUP219
PROD1034,STORE143,128,2023-12-19,SUP186
PROD1091,STORE156,47,2025-05-15,SUP264
PROD1291,STORE103,147,2023-11-16,SUP244
PROD1451,STORE104,26,2023-01-04,SUP205
PROD1115,STORE105,156,2023-08-27,SUP167
PROD1238,STORE191,3,2023-09-24,SUP186
PROD1265,STORE167,73,2024-02-14,SUP152
PROD1007,STORE161,61,2023-08-09,SUP198
PROD1197,STORE162,475,2025-01-04,SUP217
PROD1339,STORE141,16,2025-02-10,SUP294
PROD1354,STORE181,462,2023-03-12,SUP278
PROD1203,STORE177,379,2024-01-02,SUP123
PROD1038,STORE198,69,2023-01-01,SUP144
PROD1422,STORE166,482,2023-05-20,SUP136
PROD1449,STORE175,148,2024-03-25,SUP178
PROD1143,STORE192,139,2023-11-30,SUP194
PROD1421,STORE189,428,2023-01-04,SUP181
PROD1039,STORE108,137,2024-06-18,SUP207
PROD1445,STORE196,128,2024-10-21,SUP202
PROD1119,STORE193,210,2024-07-21,SUP213
PROD1345,STORE166,262,2024-12-19,SUP154
PROD1364,STORE153,11,2023-03-25,SUP152
PROD1099,STORE198,6,2023-02-28,SUP130
PROD1380,STORE147,452,2025-01-19,SUP200
PROD1158,STORE189,318,2025-01-24,SUP143
PROD1336,STORE100,187,2023-10-07,SUP245
PROD1455,STORE140,382,2025-03-16,SUP172
PROD1185,STORE120,307,2024-01-28,SUP106
PROD1407,STORE163,8,2025-07-06,SUP149
PROD1163,STORE152,343,2024-03-25,SUP177
PROD1204,STORE168,151,2025-03-22,SUP240
PROD1027,STORE161,473,2024-01-25,SUP186
PROD1149,STORE171,299,2025-04-24,SUP128
PROD1443,STORE161,435,2024-07-10,SUP165
PROD1311,STORE137,36,2024-03-25,SUP101
PROD1376,STORE144,216,2024-10-17,SUP193
PROD1372,STORE157,390,2023-06-09,SUP215
PROD1425,STORE127,391,2023-04-30,SUP220
PROD1482,STORE189,260,2023-01-15,SUP184
PROD1148,STORE153,457,2024-09-21,SUP200
PROD1359,STORE170,316,2024-09-11,SUP240
PROD1187,STORE139,278,2024-03-02,SUP130
PROD1151,STORE196,214,2023-12-11,SUP205
PROD1455,STORE183,204,2023-08-04,SUP203
PROD1056,STORE166,91,2024-07-25,SUP276
PROD1208,STORE185,263,2025-04-06,SUP136
PROD1183,STORE160,53,2023-09-30,SUP221
PROD1473,STORE162,420,2024-01-04,SUP106
PROD1197,STORE140,209,2025-04-14,SUP117
PROD1010,STORE113,392,2025-03-15,SUP228
PROD1467,STORE198,327,2024-06-09,SUP205
PROD1093,STORE143,389,2023-11-26,SUP281
PROD1125,STORE132,154,2024-08-05,SUP262
PROD1119,STORE149,365,2024-03-29,SUP131
PROD1339,STORE174,474,2024-06-08,SUP249
PROD1167,STORE101,15,2025-01-20,SUP253
PROD1396,STORE154,319,2023-07-04,SUP276
PROD1247,STORE108,272,2023-02-20,SUP282
PROD1101,STORE156,85,2024-04-12,SUP186
PROD1032,STORE147,39,2025-07-01,SUP276
PROD1406,STORE164,413,2023-11-02,SUP209
PROD1009,STORE172,365,2023-08-17,SUP110
PROD1303,STORE105,84,2023-11-27,SUP296
PROD1028,STORE143,204,2023-08-04,SUP152
PROD1471,STORE139,268,2024-05-05,SUP122
PROD1398,STORE187,224,2023-11-26,SUP116
PROD1105,STORE121,350,2025-01-30,SUP182
PROD1245,STORE156,266,2024-08-01,SUP263
PROD1164,STORE123,321,2025-05-30,SUP202
PROD1255,STORE188,425,2024-05-09,SUP173
PROD1337,STORE186,66,2023-02-12,SUP218
PROD1305,STORE155,177,2025-04-22,SUP105
PROD1256,STORE194,348,2023-12-17,SUP108
PROD1122,STORE168,31,2024-12-28,SUP273
PROD1297,STORE169,242,2024-08-21,SUP173
PROD1141,STORE123,325,2024-05-17,SUP213
PROD1104,STORE146,220,2023-12-28,SUP101
PROD1032,STORE143,9,2023-09-14,SUP282
PROD1416,STORE161,296,2024-09-19,SUP271
PROD1423,STORE196,40,2025-07-07,SUP129
PROD1345,STORE197,109,2024-11-06,SUP256
PROD1472,STORE169,364,2023-11-06,SUP122
PROD1340,STORE100,299,2024-03-31,SUP110
PROD1226,STORE115,338,2024-08-09,SUP138
PROD1289,STORE126,325,2024-10-19,SUP100
PROD1025,STORE168,212,2024-12-14,SUP237
PROD1274,STORE114,443,2023-11-28,SUP176
PROD1080,STORE142,25,2024-06-28,SUP122
PROD1323,STORE127,450,2024-06-24,SUP197
PROD1001,STORE184,167,2025-02-01,SUP116
PROD1115,STORE172,123,2023-04-17,SUP224
PROD1118,STORE187,428,2023-04-05,SUP238
PROD1227,STORE166,36,2024-07-29,SUP183
PROD1313,STORE102,311,2023-05-20,SUP277
PROD1179,STORE149,38,2024-10-01,SUP160
PROD1054,STORE156,170,2023-09-16,SUP109
PROD1016,STORE152,206,2024-08-11,SUP220
PROD1005,STORE143,82,2025-01-18,SUP181
PROD1145,STORE102,161,2025-07-23,SUP293
PROD1020,STORE113,65,2024-04-28,SUP104
PROD1243,STORE132,47,2023-10-07,SUP134
PROD1150,STORE162,51,2023-04-01,SUP148
PROD1359,STORE159,268,2023-03-18,SUP208
PROD1254,STORE141,253,2023-07-04,SUP284
PROD1343,STORE174,422,2023-07-23,SUP107
PROD1399,STORE126,210,2025-05-03,SUP242
PROD1418,STORE103,61,2025-06-28,SUP166
PROD1238,STORE168,126,2025-05-25,SUP224
PROD1059,STORE150,252,2024-10-25,SUP230
PROD1029,STORE144,203,2023-12-05,SUP295
PROD1146,STORE113,12,2023-07-03,SUP197
PROD1291,STORE131,327,2023-08-10,SUP159
PROD1008,STORE117,371,2025-04-24,SUP207
PROD1465,STORE187,110,2024-07-19,SUP235
PROD1441,STORE139,129,2025-06-16,SUP257
PROD1077,STORE108,447,2023-09-20,SUP237
PROD1311,STORE178,27,2025-04-29,SUP299
PROD1094,STORE140,123,2024-01-27,SUP154
PROD1006,STORE122,474,2023-07-17,SUP109
PROD1406,STORE171,120,2024-06-18,SUP184
PROD1261,STORE106,350,2023-04-06,SUP238
PROD1254,STORE138,365,2025-01-24,SUP162
PROD1453,STORE111,237,2025-01-12,SUP247
PROD1386,STORE103,335,2023-09-23,SUP160
PROD1319,STORE184,15,2024-04-23,SUP267
PROD1134,STORE190,119,2025-01-09,SUP110
PROD1202,STORE148,117,2025-07-05,SUP254
PROD1356,STORE145,303,2023-02-04,SUP234
PROD1338,STORE151,114,2024-06-21,SUP218
PROD1006,STORE107,184,2024-11-12,SUP242
PROD1399,STORE138,191,2025-06-27,SUP147
PROD1177,STORE149,470,2023-11-28,SUP168
PROD1004,STORE105,318,2023-06-26,SUP168
PROD1177,STORE175,423,2023-05-25,SUP295
PROD1382,STORE166,338,2024-12-01,SUP245
PROD1085,STORE166,419,2024-06-30,SUP211
PROD1147,STORE164,469,2024-10-29,SUP100
PROD1047,STORE102,389,2024-04-11,SUP102
PROD1355,STORE164,424,2024-10-13,SUP123
PROD1430,STORE154,182,2023-07-26,SUP209
PROD1090,STORE179,405,2023-09-10,SUP107
PROD1087,STORE163,343,2024-12-10,SUP262
PROD1485,STORE161,405,2024-02-28,SUP162
PROD1080,STORE192,75,2023-01-23,SUP158
PROD1014,STORE131,431,2023-07-07,SUP149
PROD1436,STORE126,81,2023-06-12,SUP134
PROD1212,STORE141,67,2023-09-15,SUP241
PROD1406,STORE110,158,2023-04-26,SUP117
PROD1283,STORE136,307,2023-01-18,SUP100
PROD1407,STORE145,256,2024-07-18,SUP212
PROD1200,STORE182,105,2023-10-13,SUP181
PROD1152,STORE165,25,2024-01-22,SUP254
PROD1299,STORE193,161,2023-01-28,SUP256
PROD1008,STORE180,167,2025-03-13,SUP181
PROD1495,STORE193,260,2023-01-09,SUP109
PROD1499,STORE121,170,2023-02-05,SUP224
PROD1178,STORE165,421,2023-07-11,SUP159
PROD1039,STORE163,438,2023-08-17,SUP138
PROD1398,STORE188,176,2023-07-20,SUP127
PROD1180,STORE165,90,2023-03-05,SUP260
PROD1333,STORE189,351,2024-10-15,SUP129
PROD1098,STORE102,163,2023-09-21,SUP110
PROD1053,STORE172,277,2024-05-28,SUP221
PROD1344,STORE167,10,2024-05-11,SUP101
PROD1032,STORE157,400,2024-02-27,SUP254
PROD1344,STORE188,49,2023-01-20,SUP148
PROD1275,STORE196,471,2024-11-01,SUP248
PROD1304,STORE129,146,2024-06-09,SUP280
PROD1205,STORE107,41,2024-10-18,SUP276
PROD1001,STORE164,433,2023-04-23,SUP266
PROD1380,STORE103,68,2025-01-01,SUP129
PROD1279,STORE185,126,2024-09-30,SUP265
PROD1095,STORE147,226,2024-01-01,SUP281
PROD1258,STORE137,149,2024-08-23,SUP109
PROD1123,STORE106,318,2023-09-13,SUP219
PROD1018,STORE107,53,2023-06-10,SUP220
PROD1137,STORE125,334,2024-09-24,SUP298
PROD1186,STORE120,176,2023-08-29,SUP175
PROD1428,STORE128,156,2023-03-21,SUP108
PROD1282,STORE119,462,2023-03-06,SUP123
PROD1433,STORE131,294,2024-10-12,SUP153
PROD1183,STORE179,354,2024-04-03,SUP151
PROD1250,STORE107,452,2024-01-15,SUP240
PROD1279,STORE166,362,2023-02-14,SUP221
PROD1287,STORE104,151,2024-01-19,SUP194
PROD1255,STORE151,73,2024-10-28,SUP224
PROD1345,STORE156,332,2023-06-12,SUP268
PROD1352,STORE174,139,2024-03-09,SUP192
PROD1232,STORE153,241,2025-01-25,SUP128
PROD1469,STORE180,123,2024-10-08,SUP197
PROD1489,STORE102,345,2023-06-08,SUP267
PROD1474,STORE152,440,2025-05-19,SUP146
PROD1200,STORE119,41,2023-07-27,SUP287
PROD1171,STORE138,96,2023-07-12,SUP186
PROD1494,STORE129,482,2025-06-05,SUP128
PROD1246,STORE124,297,2025-01-14,SUP228
PROD1478,STORE145,18,2024-05-07,SUP179
PROD1325,STORE180,420,2025-06-06,SUP293
PROD1178,STORE184,432,2024-06-25,SUP280
PROD1000,STORE185,497,2023-11-13,SUP279
PROD1036,STORE172,15,2024-11-04,SUP222
PROD1251,STORE171,160,2024-06-03,SUP106
PROD1238,STORE107,222,2024-05-26,SUP175
PROD1197,STORE134,331,2023-01-18,SUP169
PROD1430,STORE131,412,2024-05-23,SUP202
PROD1219,STORE169,430,2025-04-15,SUP231
PROD1102,STORE192,194,2024-06-22,SUP151
PROD1252,STORE132,384,2024-02-02,SUP105
PROD1106,STORE121,214,2024-07-26,SUP138
PROD1022,STORE163,21,2023-10-29,SUP268
PROD1349,STORE187,179,2024-03-04,SUP280
PROD1201,STORE148,269,2023-07-21,SUP264
PROD1046,STORE157,139,2024-09-18,SUP262
PROD1093,STORE111,82,2023-10-24,SUP261
PROD1064,STORE182,484,2025-02-26,SUP298
PROD1434,STORE129,379,2024-09-05,SUP132
PROD1034,STORE105,458,2023-03-22,SUP189
PROD1031,STORE185,421,2025-06-14,SUP267
PROD1246,STORE149,498,2024-02-02,SUP125
PROD1019,STORE190,473,2023-11-06,SUP219
PROD1314,STORE130,358,2023-01-20,SUP253
PROD1311,STORE153,260,2025-04-28,SUP228
PROD1059,STORE103,255,2024-10-12,SUP208
PROD1408,STORE182,103,2023-02-22,SUP244
PROD1314,STORE148,64,2023-04-16,SUP286
PROD1120,STORE105,290,2023-01-17,SUP249
PROD1478,STORE128,82,2023-04-09,SUP233
PROD1194,STORE170,292,2025-05-23,SUP183
PROD1294,STORE112,90,2023-05-31,SUP113
PROD1103,STORE166,378,2024-10-02,SUP145
PROD1394,STORE153,245,2023-01-24,SUP235
PROD1095,STORE182,166,2023-10-31,SUP229
PROD1177,STORE180,149,2023-06-30,SUP254
PROD1243,STORE126,306,2023-02-19,SUP125
PROD1231,STORE100,97,2024-09-26,SUP214
PROD1428,STORE107,440,2023-08-17,SUP234
PROD1331,STORE105,76,2024-06-05,SUP250
PROD1392,STORE108,214,2025-01-11,SUP133
PROD1442,STORE159,435,2023-05-28,SUP171
PROD1497,STORE182,409,2025-03-30,SUP209
PROD1083,STORE181,250,2024-04-12,SUP247
PROD1472,STORE178,164,2024-12-07,SUP291
PROD1277,STORE154,63,2025-06-18,SUP129
PROD1007,STORE156,395,2023-03-01,SUP169
PROD1282,STORE176,461,2025-03-31,SUP164
PROD1341,STORE197,27,2025-04-01,SUP261
PROD1001,STORE111,84,2024-01-10,SUP289
PROD1263,STORE191,356,2025-04-24,SUP174
PROD1330,STORE188,230,2025-02-22,SUP139
PROD1406,STORE195,200,2023-11-09,SUP120
PROD1431,STORE142,421,2024-04-19,SUP161
PROD1167,STORE126,437,2023-09-11,SUP240
PROD1128,STORE153,225,2025-01-18,SUP236
PROD1265,STORE186,430,2024-06-10,SUP257
PROD1444,STORE131,338,2023-12-29,SUP148
PROD1086,STORE133,370,2025-07-04,SUP252
PROD1013,STORE135,131,2024-01-31,SUP122
PROD1320,STORE172,248,2024-09-25,SUP192
PROD1054,STORE103,21,2023-12-01,SUP195
PROD1007,STORE127,55,2024-05-04,SUP166
PROD1020,STORE161,491,2023-03-17,SUP231
PROD1251,STORE127,89,2024-10-17,SUP190
PROD1298,STORE139,356,2023-09-02,SUP159
PROD1116,STORE160,328,2024-08-02,SUP183
PROD1243,STORE129,390,2025-05-09,SUP259
PROD1228,STORE127,44,2023-03-19,SUP241
PROD1308,STORE189,371,2024-04-12,SUP113
PROD1209,STORE183,17,2023-02-12,SUP135
PROD1360,STORE144,105,2023-07-15,SUP262
PROD1232,STORE184,495,2023-09-24,SUP148
PROD1306,STORE106,439,2025-01-04,SUP263
PROD1123,STORE148,478,2023-04-11,SUP276
PROD1233,STORE102,262,2024-02-07,SUP297
PROD1397,STORE152,305,2024-10-13,SUP129
PROD1380,STORE108,117,2023-12-26,SUP201
PROD1354,STORE146,145,2024-06-15,SUP216
PROD1475,STORE181,379,2024-02-19,SUP179
PROD1265,STORE198,292,2023-10-26,SUP240
PROD1149,STORE141,460,2024-08-08,SUP177
PROD1341,STORE179,5,2024-01-19,SUP208
PROD1053,STORE126,158,2023-04-18,SUP116
PROD1321,STORE104,144,2024-09-17,SUP130
PROD1365,STORE170,400,2024-07-28,SUP175
PROD1248,STORE169,216,2024-11-18,SUP177
PROD1084,STORE172,377,2024-06-23,SUP251
PROD1436,STORE126,274,2025-07-19,SUP174
PROD1225,STORE103,29,2024-08-08,SUP105
PROD1137,STORE167,416,2023-02-02,SUP127
PROD1167,STORE175,311,2024-10-05,SUP221
PROD1274,STORE109,84,2023-04-02,SUP226
PROD1055,STORE135,193,2024-11-21,SUP220
PROD1481,STORE151,290,2025-05-08,SUP163
PROD1446,STORE192,365,2025-05-01,SUP193
PROD1157,STORE108,429,2023-08-15,SUP275
PROD1242,STORE121,455,2024-10-20,SUP157
PROD1271,STORE126,346,2024-05-24,SUP145
PROD1189,STORE168,337,2023-01-07,SUP100
PROD1089,STORE119,296,2024-03-05,SUP140
PROD1450,STORE104,76,2024-09-12,SUP232
PROD1344,STORE151,381,2023-07-30,SUP117
PROD1086,STORE158,122,2023-08-24,SUP296
PROD1021,STORE130,320,2024-10-08,SUP282
PROD1204,STORE167,416,2023-10-11,SUP190
PROD1431,STORE150,364,2024-01-02,SUP136
PROD1087,STORE116,130,2023-02-15,SUP216
PROD1372,STORE194,445,2023-12-01,SUP186
PROD1371,STORE170,264,2023-05-04,SUP226
PROD1451,STORE125,211,2023-01-30,SUP175
PROD1391,STORE165,224,2024-01-03,SUP218
PROD1483,STORE156,110,2024-11-25,SUP116
PROD1381,STORE194,258,2023-06-20,SUP135
PROD1433,STORE189,456,2024-10-15,SUP121
PROD1214,STORE171,38,2024-06-10,SUP186
PROD1421,STORE177,382,2023-08-08,SUP146
PROD1165,STORE109,422,2023-12-01,SUP133
PROD1248,STORE145,467,2023-11-15,SUP173
PROD1081,STORE187,461,2023-02-02,SUP223
PROD1091,STORE120,272,2023-09-10,SUP109
PROD1184,STORE157,160,2024-06-18,SUP168
PROD1353,STORE139,402,2023-09-10,SUP166
PROD1085,STORE123,206,2025-01-31,SUP142
PROD1279,STORE168,142,2025-07-05,SUP251
PROD1343,STORE187,418,2024-11-17,SUP294
PROD1471,STORE188,191,2024-09-20,SUP129
PROD1365,STORE196,433,2025-07-01,SUP237
PROD1010,STORE116,226,2024-05-25,SUP178
PROD1337,STORE177,319,2023-04-26,SUP120
PROD1434,STORE172,86,2024-07-27,SUP204
PROD1246,STORE112,45,2024-04-21,SUP239
PROD1297,STORE134,302,2023-10-12,SUP296
PROD1154,STORE181,157,2025-01-24,SUP260
PROD1128,STORE187,112,2024-10-02,SUP110
PROD1207,STORE172,229,2024-07-05,SUP114
PROD1227,STORE146,258,2024-10-26,SUP182
PROD1281,STORE111,281,2023-12-01,SUP253
PROD1202,STORE130,19,2023-09-16,SUP189
PROD1267,STORE122,93,2025-05-31,SUP145
PROD1182,STORE161,357,2024-07-30,SUP275
PROD1387,STORE194,347,2024-09-02,SUP204
PROD1040,STORE118,143,2023-09-08,SUP122
PROD1380,STORE120,416,2023-02-05,SUP199
PROD1412,STORE177,262,2025-07-20,SUP119
PROD1212,STORE183,166,2024-04-14,SUP268
PROD1226,STORE150,482,2025-02-12,SUP140
PROD1487,STORE196,397,2025-03-14,SUP234
PROD1092,STORE122,220,2023-12-06,SUP206
PROD1460,STORE199,368,2024-03-04,SUP150
PROD1190,STORE192,349,2024-04-20,SUP187
PROD1033,STORE167,106,2023-06-19,SUP139
PROD1070,STORE159,407,2024-05-11,SUP288
PROD1439,STORE116,263,2025-03-15,SUP259
PROD1035,STORE136,442,2024-07-19,SUP196
PROD1412,STORE118,471,2023-04-18,SUP293
PROD1282,STORE199,180,2023-09-03,SUP282
PROD1182,STORE180,404,2023-12-10,SUP275
PROD1209,STORE182,216,2024-10-09,SUP199
PROD1237,STORE167,284,2025-06-09,SUP248
PROD1427,STORE124,478,2024-06-14,SUP186
PROD1345,STORE163,359,2023-12-08,SUP278
PROD1412,STORE184,38,2024-01-17,SUP186
PROD1183,STORE158,224,2025-01-04,SUP179
PROD1250,STORE188,473,2025-05-23,SUP202
PROD1155,STORE146,51,2024-08-29,SUP110
PROD1199,STORE180,180,2025-06-24,SUP206
PROD1289,STORE162,316,2024-03-07,SUP291
PROD1064,STORE126,445,2025-03-17,SUP266
PROD1160,STORE165,99,2023-12-13,SUP102
PROD1278,STORE192,400,2024-12-20,SUP171
PROD1014,STORE126,447,2024-07-12,SUP272
PROD1113,STORE138,478,2024-07-05,SUP109
PROD1081,STORE115,113,2023-03-11,SUP183
PROD1049,STORE131,459,2024-06-25,SUP140
PROD1179,STORE178,87,2024-07-04,SUP272
PROD1255,STORE157,403,2023-11-03,SUP286
PROD1314,STORE139,401,2023-05-21,SUP272
PROD1470,STORE141,16,2025-05-16,SUP211
PROD1279,STORE100,255,2024-01-11,SUP254
PROD1491,STORE129,29,2025-01-10,SUP241
PROD1065,STORE146,397,2023-08-29,SUP282
PROD1109,STORE166,395,2025-02-08,SUP193
PROD1034,STORE157,158,2024-05-22,SUP213
PROD1036,STORE184,351,2024-10-11,SUP150
PROD1336,STORE127,104,2023-05-23,SUP281
PROD1453,STORE121,221,2024-10-29,SUP110
PROD1129,STORE151,112,2025-05-27,SUP207
PROD1112,STORE127,81,2023-10-14,SUP223
PROD1140,STORE138,14,2023-03-27,SUP194
PROD1163,STORE104,275,2023-05-29,SUP136
PROD1462,STORE191,445,2025-05-29,SUP213
PROD1460,STORE107,269,2023-11-30,SUP251
PROD1339,STORE113,158,2023-04-06,SUP149
PROD1473,STORE126,243,2023-10-10,SUP217
PROD1037,STORE187,123,2025-03-22,SUP193
PROD1200,STORE172,348,2024-07-05,SUP166
PROD1306,STORE183,455,2023-02-13,SUP114
PROD1261,STORE138,182,2023-01-16,SUP237
PROD1258,STORE171,171,2024-04-20,SUP288
PROD1042,STORE177,411,2023-03-18,SUP278
PROD1110,STORE198,216,2025-03-27,SUP221
PROD1156,STORE182,138,2023-02-28,SUP225
PROD1313,STORE102,1,2023-12-26,SUP154
PROD1329,STORE144,389,2024-10-15,SUP197
PROD1336,STORE185,441,2024-07-11,SUP295
PROD1388,STORE116,360,2023-02-07,SUP250
PROD1433,STORE170,322,2025-03-25,SUP258
PROD1123,STORE147,96,2025-03-29,SUP133
PROD1350,STORE177,349,2025-04-10,SUP292
PROD1255,STORE138,141,2025-03-17,SUP196
PROD1203,STORE158,141,2024-02-27,SUP152
PROD1470,STORE127,374,2024-12-24,SUP278
PROD1377,STORE177,157,2024-07-07,SUP110
PROD1457,STORE121,403,2024-06-22,SUP198
PROD1488,STORE144,494,2023-10-01,SUP234
PROD1412,STORE168,355,2023-02-01,SUP295
PROD1089,STORE187,382,2024-04-27,SUP266
PROD1464,STORE163,210,2023-08-23,SUP137
PROD1218,STORE100,356,2024-12-02,SUP164
PROD1316,STORE195,285,2023-03-27,SUP181
PROD1007,STORE145,432,2025-06-08,SUP195
PROD1123,STORE175,20,2024-10-07,SUP275
PROD1111,STORE147,421,2024-06-28,SUP205
PROD1054,STORE195,53,2024-11-10,SUP236
PROD1406,STORE104,242,2023-01-16,SUP231
PROD1109,STORE163,20,2023-07-17,SUP239
PROD1472,STORE173,25,2023-12-11,SUP242
PROD1138,STORE121,456,2024-01-18,SUP261
PROD1068,STORE112,397,2025-02-03,SUP159
PROD1043,STORE102,486,2023-06-14,SUP233
PROD1143,STORE101,350,2024-12-28,SUP125
PROD1281,STORE199,483,2024-06-22,SUP129
PROD1423,STORE121,369,2023-05-29,SUP240
PROD1314,STORE116,363,2025-02-02,SUP293
PROD1291,STORE175,383,2024-10-25,SUP106
PROD1221,STORE164,308,2025-07-22,SUP123
PROD1030,STORE188,68,2024-01-27,SUP115
PROD1156,STORE151,394,2025-04-19,SUP112
PROD1370,STORE113,63,2023-02-06,SUP258
PROD1427,STORE141,174,2024-04-04,SUP126
PROD1459,STORE100,301,2023-05-01,SUP128
PROD1254,STORE122,29,2024-08-05,SUP283
PROD1174,STORE197,485,2024-04-13,SUP147
PROD1424,STORE172,158,2024-09-06,SUP169
PROD1169,STORE166,137,2023-11-29,SUP214
PROD1114,STORE194,266,2025-07-09,SUP179
PROD1040,STORE197,178,2023-03-03,SUP165
PROD1354,STORE155,198,2023-06-24,SUP228
PROD1166,STORE132,288,2025-01-08,SUP262
PROD1457,STORE160,26,2023-10-17,SUP246
PROD1049,STORE143,96,2023-06-23,SUP185
PROD1337,STORE119,202,2024-06-20,SUP117
PROD1236,STORE165,139,2023-07-13,SUP124
PROD1225,STORE143,498,2023-09-09,SUP258
PROD1352,STORE136,284,2024-09-25,SUP166
PROD1091,STORE181,435,2024-02-20,SUP112
PROD1202,STORE178,12,2023-05-31,SUP131
PROD1136,STORE133,77,2023-07-23,SUP153
PROD1426,STORE121,41,2023-12-18,SUP173
PROD1402,STORE167,173,2025-07-28,SUP185
PROD1240,STORE134,252,2024-09-15,SUP204
PROD1221,STORE121,246,2024-04-21,SUP231
PROD1192,STORE138,322,2025-05-13,SUP101
PROD1273,STORE173,427,2025-07-13,SUP246
PROD1414,STORE151,180,2023-02-16,SUP115
PROD1440,STORE163,488,2023-06-22,SUP111
PROD1407,STORE132,367,2024-01-17,SUP204
PROD1334,STORE199,388,2024-02-26,SUP225
PROD1371,STORE101,31,2023-04-24,SUP119
PROD1237,STORE169,225,2024-11-14,SUP160
PROD1469,STORE150,213,2023-05-08,SUP216
PROD1434,STORE194,48,2024-08-17,SUP164
PROD1129,STORE189,433,2024-03-05,SUP282
PROD1199,STORE124,307,2024-01-13,SUP184
PROD1032,STORE190,384,2024-04-24,SUP282
PROD1487,STORE168,118,2025-06-20,SUP154
PROD1191,STORE187,395,2024-07-16,SUP194
PROD1341,STORE187,401,2024-09-02,SUP216
PROD1092,STORE165,281,2023-12-01,SUP243
PROD1415,STORE195,194,2023-04-12,SUP271
PROD1235,STORE119,425,2024-01-02,SUP113
PROD1220,STORE124,63,2024-10-21,SUP233
PROD1012,STORE166,360,2023-02-02,SUP112
PROD1149,STORE144,449,2025-03-10,SUP294
PROD1114,STORE159,420,2024-04-12,SUP293
PROD1262,STORE108,368,2025-05-08,SUP134
PROD1025,STORE147,389,2024-01-14,SUP135
PROD1344,STORE122,361,2023-10-31,SUP133
PROD1072,STORE105,262,2024-10-20,SUP197
PROD1030,STORE139,158,2024-05-29,SUP106
PROD1230,STORE116,205,2023-05-20,SUP296
PROD1303,STORE107,254,2025-05-05,SUP149
PROD1115,STORE122,92,2023-10-20,SUP206
PROD1287,STORE102,100,2024-11-19,SUP275
PROD1158,STORE173,442,2023-05-02,SUP283
PROD1453,STORE175,418,2024-02-27,SUP208
PROD1286,STORE174,492,2023-04-18,SUP230
PROD1499,STORE109,277,2025-01-09,SUP189
PROD1256,STORE109,251,2024-06-08,SUP202
PROD1196,STORE124,100,2023-04-03,SUP143
PROD1272,STORE135,126,2024-08-14,SUP179
PROD1218,STORE110,186,2025-05-09,SUP264
PROD1468,STORE124,244,2023-06-29,SUP102
PROD1206,STORE150,410,2023-04-21,SUP255
PROD1267,STORE156,336,2024-12-04,SUP145
PROD1403,STORE188,236,2024-12-20,SUP177
PROD1185,STORE187,322,2025-06-16,SUP249
PROD1178,STORE104,42,2024-12-11,SUP224
PROD1150,STORE159,432,2025-03-03,SUP200
PROD1137,STORE162,368,2023-07-22,SUP102
PROD1010,STORE177,370,2023-07-05,SUP209
PROD1017,STORE131,5,2024-10-09,SUP212
PROD1402,STORE106,409,2023-09-13,SUP229
PROD1363,STORE179,168,2024-08-28,SUP273
PROD1018,STORE162,340,2024-02-21,SUP162
PROD1013,STORE177,49,2023-11-04,SUP241
PROD1091,STORE148,191,2023-11-10,SUP165
PROD1190,STORE103,47,2025-01-09,SUP239
PROD1313,STORE187,98,2023-01-04,SUP266
PROD1411,STORE195,354,2024-04-11,SUP207
PROD1327,STORE153,79,2023-03-05,SUP146
PROD1441,STORE134,66,2023-07-22,SUP238
PROD1299,STORE191,198,2024-04-12,SUP147
PROD1362,STORE113,59,2024-04-18,SUP272
PROD1385,STORE178,91,2023-02-01,SUP290
PROD1292,STORE140,498,2023-04-02,SUP287
PROD1333,STORE140,234,2023-05-21,SUP192
PROD1057,STORE137,426,2025-06-02,SUP215
PROD1202,STORE118,271,2024-05-27,SUP153
PROD1412,STORE108,155,2024-01-13,SUP194
PROD1024,STORE169,123,2024-08-07,SUP223
PROD1210,STORE172,53,2024-03-01,SUP252
PROD1148,STORE191,379,2025-04-29,SUP140
PROD1310,STORE147,362,2023-10-15,SUP185
PROD1218,STORE153,66,2023-06-13,SUP199
PROD1069,STORE185,86,2024-09-14,SUP180
PROD1109,STORE167,243,2024-05-31,SUP266
PROD1393,STORE192,257,2023-02-26,SUP121
PROD1180,STORE177,326,2025-03-04,SUP130
PROD1033,STORE162,276,2023-11-18,SUP270
